CTM_ID,quantity,Revenue_TargetExtPrice,Revenue_ODExtPrice,Discount,Avg_Discount_Pct
28286.0,35639.0,304582.2400000001,278896.4600000001,25685.780000000002,0.08433118096445805
35767.0,35453.0,457039.52300000034,458857.91000000027,-1818.3869999999997,-0.003978620903645566
32783.0,35079.0,419655.3899999997,418099.27999999974,1556.1100000000008,0.003708066277904835
1418.0,35019.0,121692.98000000005,94217.96,27475.019999999986,0.22577325331337908
21113.0,34732.0,843104.3050000019,789033.4500000017,54070.85500000005,0.06413305528074599
23182.0,34700.0,19363.0,19363.0,-0.0,-0.0
5676.0,34095.0,705903.8699999998,703272.9599999998,2630.909999999999,0.003727008891451466
14963.0,34051.0,800853.1120000002,777668.5499999997,23184.561999999994,0.028949830690050422
6062.0,33121.0,294802.32000000036,292099.1600000004,2703.159999999999,0.009169398666876149
14674.0,32537.0,689564.3200000002,670302.4800000001,19261.84,0.0279333478275094
15028.0,32379.0,70881.31000000001,63144.83000000001,7736.48,0.1091469669508083
33050.0,32164.0,126882.20000000013,115992.38999999991,10889.81000000001,0.08582614425033613
21605.0,32123.0,150669.2700000001,150626.9700000001,42.30000000000001,0.0002807473614228036
34393.0,32013.0,601752.6259999992,597026.489999999,4726.136000000001,0.00785395160037076
32967.0,31765.0,71220.05500000011,69393.9600000001,1826.095,0.025640179581439486
35294.0,31758.0,714126.5319999994,574348.9500000007,139777.58200000017,0.19573223474632123
34015.0,31402.0,97702.97399999996,98353.36000000009,-650.3859999999993,-0.006656767684471913
8268.0,31186.0,310082.7800000003,309590.9300000004,491.8500000000002,0.0015861893395047596
19494.0,30927.0,1932101.9590000038,1971037.780000003,-38935.82100000008,-0.02015205295902296
30740.0,30874.0,283901.2999999993,270716.4399999999,13184.859999999951,0.04644170350752175
12336.0,30816.0,285977.8669999998,301146.4599999997,-15168.592999999999,-0.053041143215464326
26220.0,30701.0,58999.85000000002,48052.05000000001,10947.799999999997,0.1855564039569591
23032.0,30560.0,282615.9770000004,282290.37000000046,325.6069999999999,0.0011521181620952712
5372.0,30324.0,81447.04000000001,81560.77000000002,-113.73000000000025,-0.0013963675045772104
18750.0,30209.0,476578.4100000005,476003.46000000054,574.95,0.0012064121830445476
17331.0,30196.0,132741.242,135016.0499999998,-2274.808000000001,-0.01713716073260789
18340.0,30086.0,412203.21500000014,414909.61000000016,-2706.3950000000004,-0.0065656814442847065
5617.0,29847.0,1120856.295000001,1114435.3800000015,6420.915000000009,0.005728580040673281
30244.0,29805.0,805327.3599999986,802514.4499999989,2812.9100000000003,0.0034928777286295167
18203.0,29802.0,263832.0719999999,264550.68000000005,-718.6080000000029,-0.0027237325415084604
19819.0,29700.0,90421.5,91304.5,-883.0,-0.009765376597380047
33465.0,29671.0,444362.8939999998,435668.55999999994,8694.334000000004,0.01956584160692771
5659.0,29623.0,168272.39999999973,174622.87000000017,-6350.469999999992,-0.0377392252086498
31045.0,29532.0,129125.78000000057,125742.97000000058,3382.810000000001,0.02619778947317868
32977.0,29127.0,361644.4279999988,362999.32999999874,-1354.9020000000012,-0.0037465031812960927
14507.0,28889.0,317478.72000000044,317062.5200000001,416.2000000000005,0.0013109540066181442
32420.0,28821.0,568214.5199999976,549871.1599999982,18343.36000000002,0.03228245557681295
8846.0,28806.0,54531.759999999995,19426.800000000003,35104.96,0.6437525581422643
26344.0,28659.0,432047.4500000011,425055.1400000008,6992.309999999999,0.01618412514643931
13909.0,28501.0,458598.45999999944,458510.9799999995,87.4799999999993,0.00019075511069095044
20146.0,28266.0,658359.8139999994,657490.2199999999,869.5940000000076,0.0013208491489123731
25477.0,27999.0,458142.29300000146,453761.6200000014,4380.673,0.009561817511573823
13837.0,27974.0,262386.1919999999,263654.38999999996,-1268.198,-0.004833325985385696
20262.0,27612.0,1404282.721999989,1447642.1299999822,-43359.40800000001,-0.030876551652111228
5534.0,27606.0,418126.8689999993,399280.3399999994,18846.528999999984,0.045073709434348776
16846.0,27542.0,669180.4100000004,667478.2400000003,1702.1700000000014,0.0025436638230339117
21934.0,27425.0,400345.71999999724,399712.70999999717,633.01,0.0015811584047907502
34766.0,27010.0,192449.08700000006,195979.44999999987,-3530.3630000000007,-0.018344399835994025
24088.0,26617.0,103048.75999999998,102950.14999999998,98.60999999999993,0.0009569256340396521
3732.0,26578.0,871869.0739999951,862250.2199999962,9618.854000000003,0.011032452333548486
3747.0,26414.0,1085688.4710000022,1224981.4999999993,-139293.02899999995,-0.1282992614554527
7660.0,26298.0,767367.8239999982,774803.2899999991,-7435.465999999999,-0.00968957228522005
3420.0,26240.0,168708.37000000005,155432.36000000002,13276.009999999997,0.07869206489280876
10039.0,26070.0,861468.9200000083,862570.7000000076,-1101.7800000000025,-0.0012789550202228907
18699.0,26029.0,74019.14799999999,67950.16999999998,6068.978,0.08199200023215616
10086.0,25707.0,42150.2099999999,41995.53999999991,154.6699999999999,0.003669495359572355
25302.0,25640.0,796197.5299999997,784402.2400000001,11795.290000000005,0.014814527244263128
7911.0,25607.0,86437.79000000002,84621.65,1816.14,0.02101094903051084
7980.0,25321.0,507051.44000000093,497302.790000001,9748.650000000001,0.01922615583144776
1006.0,25281.0,437256.41199999984,425989.0400000006,11267.371999999994,0.02576834024791842
35241.0,25103.0,436329.26999999926,433646.7999999994,2682.47,0.006147811261894038
11021.0,24875.0,1410614.0829999999,1397767.51,12846.573,0.009107078367372292
6044.0,24709.0,56666.45999999998,56124.56999999997,541.8900000000001,0.009562799581974951
25303.0,24628.0,1218974.0769999993,1215141.1299999992,3832.9469999999906,0.003144404029848776
7970.0,24598.0,846531.7199999993,839447.13,7084.590000000003,0.008368959877841328
17362.0,24568.0,307449.48000000016,284286.2200000001,23163.26,0.07534005261612407
6636.0,24444.0,1047671.1800000073,1050464.7300000063,-2793.5499999999947,-0.002666437765330125
14544.0,24426.0,588504.279999999,582121.8799999984,6382.4,0.010845120786547228
17129.0,24334.0,737334.2259999982,729419.5099999991,7914.716000000007,0.010734231127363979
9417.0,24251.0,606676.4750000001,609608.2200000002,-2931.744999999997,-0.004832468573962748
29167.0,24180.0,398375.62,388760.8899999998,9614.730000000003,0.024134835359653793
33103.0,24049.0,79342.33999999995,79342.33999999995,-0.0,-0.0
7471.0,23980.0,409054.40600000025,406546.18000000005,2508.2259999999915,0.006131766247250714
9654.0,23909.0,88402.87999999987,83348.87999999995,5054.000000000003,0.05717008314661253
14339.0,23663.0,74197.15000000001,65882.35999999997,8314.790000000003,0.11206346874509333
13649.0,23397.0,219783.65999999992,215900.01999999996,3883.639999999999,0.017670285407022524
4082.0,23372.0,461085.3480000007,445594.7500000005,15490.598000000007,0.03359594501797091
24244.0,23219.0,372170.1400000003,342170.53999999986,29999.60000000001,0.08060721905309218
1388.0,23135.0,424676.27,424127.45000000007,548.8200000000006,0.0012923255636581733
16487.0,23081.0,857504.2990000003,878313.1099999995,-20808.811000000012,-0.024266713326413312
212.0,22837.0,62506.352999999974,60789.719999999965,1716.6329999999994,0.027463336406780926
21925.0,22811.0,357404.5699999995,348640.9799999999,8763.590000000002,0.02452008378068589
14045.0,22796.0,84054.97499999996,71333.28000000004,12721.694999999987,0.15134969702864098
32425.0,22669.0,808250.0629999996,806244.0899999986,2005.9729999999959,0.002481871752108972
18141.0,22588.0,52783.039999999986,51445.11,1337.93,0.02534772532995448
21647.0,22586.0,16300.779999999999,15583.279999999999,717.5,0.04401629860656975
6532.0,22142.0,86118.09599999971,80702.15999999976,5415.936000000003,0.06288963936220816
28784.0,22119.0,309611.2530000003,303373.33000000054,6237.922999999989,0.020147597800652235
32896.0,22075.0,51457.76000000003,50855.360000000044,602.3999999999995,0.011706689136876522
22590.0,21981.0,436297.5999999989,438335.6899999989,-2038.0899999999979,-0.0046713298445831535
13841.0,21950.0,103391.77,100358.64999999997,3033.120000000001,0.029336184108270907
34464.0,21935.0,188435.70999999976,177345.0399999999,11090.669999999995,0.058856519287135166
31566.0,21872.0,535373.7299999986,531480.6999999984,3893.029999999999,0.007271611926121233
10032.0,21865.0,237304.69999999978,243207.64999999988,-5902.9500000000035,-0.024874981405762334
14075.0,21863.0,498918.9609999989,460361.14999999973,38557.81100000003,0.07728271325410724
29506.0,21757.0,838999.4299999997,766740.2800000018,72259.14999999997,0.08612538628303953
1395.0,21510.0,106560.13999999998,100313.59999999999,6246.539999999999,0.058619855416856624
22189.0,21338.0,519242.1049999999,456689.2899999997,62552.81499999991,0.12046945807678658
27939.0,21161.0,1395210.7200000002,1403128.510000001,-7917.789999999999,-0.005674977898678988
3682.0,21160.0,447383.16300000006,436854.2900000003,10528.873000000003,0.02353435236453009
16455.0,21000.0,682639.5380000009,691674.5300000017,-9034.992000000011,-0.013235377526579774
19380.0,21000.0,1030178.9499999986,1043511.1499999984,-13332.199999999995,-0.01294163504311558
4183.0,20914.0,244889.86000000042,244723.83000000045,166.02999999999997,0.0006779782552041954
20074.0,20839.0,384774.78100000013,387480.5799999997,-2705.7990000000004,-0.007032163056445218
28769.0,20750.0,388248.39000000025,373855.3400000007,14393.049999999992,0.0370717570779881
13825.0,20683.0,613647.3769999983,590828.9099999992,22818.46700000002,0.03718498254087719
2065.0,20525.0,36620.449,36375.859999999986,244.58900000000017,0.006679027884120158
17842.0,20405.0,93652.42000000001,90384.15999999999,3268.26,0.034897763453416365
21694.0,20304.0,81216.85,64102.36,17114.489999999998,0.2107258530711299
31089.0,20271.0,358116.1700000006,359331.66000000085,-1215.4899999999998,-0.003394122080552793
28977.0,20171.0,84742.32000000004,77898.58000000007,6843.739999999997,0.08075941277038431
15724.0,20124.0,186455.83300000004,169801.21000000005,16654.622999999992,0.08932208090266604
21449.0,20120.0,757336.9030000002,767308.3199999991,-9971.417,-0.013166421655277502
34287.0,20091.0,181409.19500000082,178945.98000000056,2463.215000000002,0.013578225734368045
21130.0,19922.0,598116.87,512220.3699999993,85896.50000000006,0.14361156541195713
29308.0,19916.0,552248.5599999992,554335.8199999991,-2087.26,-0.003779566215618567
33788.0,19875.0,119894.79300000005,120171.62000000004,-276.82699999999977,-0.0023089159510038077
4065.0,19777.0,368949.68000000005,360057.2900000001,8892.390000000001,0.02410190462829511
15157.0,19707.0,442033.41000000015,443066.00000000006,-1032.5900000000033,-0.00233599989647842
704.0,19520.0,963614.5139999974,967537.439999999,-3922.9259999999954,-0.004071053251072146
26484.0,19443.0,141306.27999999994,147263.32999999996,-5957.05,-0.04215700816694065
1244.0,19395.0,558134.3300000022,558327.9000000022,-193.56999999999974,-0.00034681615087177846
8503.0,19160.0,232323.81000000064,232535.3000000006,-211.48999999999987,-0.0009103242581980697
6209.0,19089.0,241085.47000000003,232143.85000000003,8941.620000000003,0.03708900416105542
30960.0,19000.0,45115.0,26685.0,18430.0,0.4085115815139089
25874.0,18882.0,171451.01299999998,178684.93000000005,-7233.917,-0.04219232580445589
30243.0,18731.0,404764.4099999996,403011.1599999999,1753.2499999999995,0.004331532013894209
25301.0,18699.0,770581.7500000009,762775.2500000005,7806.500000000003,0.010130657779009162
3774.0,18669.0,93937.31700000004,91031.87999999998,2905.436999999999,0.03092952931580958
9252.0,18570.0,85444.07999999999,78722.12000000001,6721.960000000002,0.07867086871319819
16264.0,18509.0,5947.22,5112.02,835.2,0.14043536307720245
36146.0,18366.0,554983.5599999987,538746.2099999991,16237.349999999999,0.02925735313673082
33102.0,18262.0,303424.5550000014,285664.85000000085,17759.704999999987,0.058530875986618505
23373.0,18098.0,299188.85700000025,308537.44999999995,-9348.593000000003,-0.03124646116081788
18439.0,18089.0,134706.335,135455.24999999997,-748.9149999999995,-0.005559612322612738
15954.0,18051.0,665394.4409999982,675775.3399999988,-10380.898999999998,-0.015601120719311848
25592.0,18028.0,260479.89999999994,244452.06000000014,16027.840000000002,0.06153196465447048
14184.0,18015.0,752954.7670000017,773473.5300000001,-20518.763000000014,-0.027250990231130267
35371.0,17974.0,586846.3900000033,592182.2900000009,-5335.899999999998,-0.009092498634949374
22823.0,17882.0,215442.9599999999,185178.90999999995,30264.050000000003,0.1404736084205305
8258.0,17806.0,53028.76000000001,26768.469999999998,26260.289999999997,0.4952084491509889
31272.0,17697.0,133516.89099999997,126356.49999999999,7160.3910000000005,0.053629102253437
3610.0,17674.0,385742.2000000001,381541.5600000002,4200.640000000004,0.010889760052179934
6957.0,17572.0,47249.189999999995,40666.90999999998,6582.280000000001,0.1393099013972515
717.0,17451.0,66832.3,49395.34000000002,17436.959999999992,0.26090617859926996
16403.0,17423.0,549535.7399999991,548917.5799999991,618.159999999998,0.0011248767914530892
4445.0,17137.0,194310.30799999973,194912.89999999985,-602.5920000000001,-0.0031011839063113467
23644.0,17105.0,863327.715000001,773906.1600000003,89421.55499999986,0.10357776478888987
16421.0,16885.0,155275.70000000013,147569.76999999993,7705.929999999997,0.04962740467439522
15900.0,16657.0,79476.06999999999,51112.33,28363.739999999998,0.3568840281105998
21604.0,16645.0,1109031.1120000007,1224808.8700000008,-115777.75799999997,-0.10439541032461126
15112.0,16645.0,589516.9730000036,530414.8699999992,59102.102999999996,0.10025513379069348
35550.0,16637.0,120785.44400000002,109539.71000000006,11245.733999999997,0.09310504335274038
23832.0,16555.0,20947.423,12573.630000000001,8373.793,0.3997528956187117
24457.0,16533.0,314428.61799999984,326885.7600000003,-12457.141999999998,-0.039618346698963657
386.0,16530.0,703463.3699999982,683507.0699999981,19956.299999999996,0.02836864128405157
35853.0,16528.0,183440.16000000006,183336.11000000007,104.04999999999995,0.0005672149435543445
22818.0,16397.0,160423.9700000001,160524.00000000006,-100.03000000000071,-0.0006235352485043267
35898.0,16371.0,207460.13999999978,210563.88000000006,-3103.74,-0.014960657020669142
5629.0,16342.0,431788.35499999975,408137.0999999996,23651.254999999986,0.05477511082947107
15876.0,16333.0,3940.224,3680.34,259.8839999999999,0.06595665627131855
15621.0,16247.0,839580.1939999997,826641.2399999992,12938.953999999998,0.015411218716767398
24093.0,16171.0,380730.77600000007,386047.0600000001,-5316.283999999999,-0.013963368172789892
32972.0,15919.0,358996.7200000008,331546.1200000007,27450.600000000013,0.07646476547195181
25743.0,15912.0,110913.47000000007,107463.79000000007,3449.679999999998,0.0311024440944819
706.0,15905.0,638306.3240000011,635354.4700000008,2951.8539999999966,0.004624510033837596
2.0,15905.0,574967.5540000002,527116.4100000003,47851.14399999996,0.08322407702330963
31413.0,15676.0,275313.3100000001,254162.45000000004,21150.86000000002,0.0768246911128271
33163.0,15636.0,108917.68,95266.86,13650.82,0.1253315347884751
5753.0,15540.0,434419.92700000084,459579.55000000005,-25159.623,-0.05791544410438601
31377.0,15514.0,1351472.15,1352464.9099999976,-992.7600000000023,-0.000734576735451043
31444.0,15487.0,779069.9149999986,771342.349999999,7727.565000000002,0.009918962151169726
553.0,15477.0,798534.32,792040.8700000013,6493.449999999991,0.00813171060700308
26789.0,15468.0,180414.39999999997,151919.69999999995,28494.7,0.15794027527736149
18347.0,15463.0,44914.59200000002,40221.85,4692.741999999999,0.10448145671678365
18920.0,15376.0,192604.91999999975,190694.59999999974,1910.3200000000006,0.009918334381073979
8264.0,15313.0,400979.2299999985,393997.56999999844,6981.659999999999,0.017411525280249616
31557.0,15290.0,356478.6800000007,335889.55000000005,20589.129999999994,0.05775697441429023
32853.0,15282.0,311766.75999999995,312550.67,-783.9100000000026,-0.002514411735234387
362.0,15265.0,246290.98000000007,213739.97,32551.01000000001,0.13216484826200295
20429.0,15181.0,211331.56000000006,215329.4700000002,-3997.9100000000035,-0.018917713946747957
23236.0,15174.0,135459.84000000067,136470.40000000072,-1010.56,-0.007460218467702272
14421.0,15166.0,258682.975,260191.12999999992,-1508.1549999999886,-0.00583012855793849
32433.0,15126.0,406549.5600000001,390777.2500000006,15772.310000000003,0.03879554069619458
25436.0,15051.0,1509343.2589999903,1515938.0899999938,-6594.8309999999765,-0.004369338095013163
28505.0,15018.0,311511.76000000053,306652.4400000006,4859.320000000001,0.015599154266278718
26517.0,15014.0,350754.7150000002,346988.6200000001,3766.0949999999943,0.010737118672802424
36532.0,14961.0,400376.5349999998,361330.17000000045,39046.36499999994,0.09752410939866883
4558.0,14917.0,1135665.6400000022,1126343.549999999,9322.090000000004,0.008208481151195157
37057.0,14900.0,543462.4200000005,542903.8500000006,558.5699999999993,0.001027798757455941
23845.0,14832.0,206794.73999999985,207037.49999999988,-242.76000000000047,-0.0011739176731477825
35526.0,14784.0,24893.579999999998,24336.229999999996,557.3499999999999,0.02238930680119131
8208.0,14769.0,528113.9759999999,505674.2499999998,22439.726000000002,0.042490308948006345
14464.0,14758.0,13265.449999999999,13383.32,-117.86999999999989,-0.008885488242012136
20896.0,14733.0,449630.4700000005,450106.8600000004,-476.38999999999896,-0.0010595144942023133
15946.0,14693.0,491079.419999999,495097.72999999864,-4018.3100000000013,-0.00818260720434998
13981.0,14664.0,387541.22,378516.59999999974,9024.619999999995,0.023286864814019
18826.0,14634.0,495916.1829999997,427840.02000000025,68076.16300000002,0.13727352591758446
15331.0,14576.0,229605.9440000001,201491.66999999995,28114.273999999983,0.12244575863419271
32646.0,14499.0,764472.7620000017,763498.1100000021,974.6519999999941,0.0012749335861883748
13484.0,14435.0,263186.6740000001,270624.76000000007,-7438.086000000001,-0.028261636073565025
18753.0,14339.0,288930.3670000002,296307.1600000001,-7376.7930000000015,-0.025531386944868957
33729.0,14331.0,142285.148,142729.41999999998,-444.27199999999993,-0.003122406001222278
18404.0,14296.0,351320.90499999956,336724.36999999953,14596.535000000009,0.04154758453670734
9532.0,14230.0,484467.5100000003,486177.50000000006,-1709.9899999999993,-0.00352962781755994
34811.0,14228.0,857081.7179999988,886993.0199999978,-29911.301999999985,-0.034899008311363874
154.0,14206.0,542617.8319999987,559897.3799999978,-17279.548000000006,-0.03184478463656544
24754.0,14170.0,1175111.9900000007,1169479.5500000012,5632.439999999997,0.0047931091231568435
15476.0,14133.0,792355.8400000001,842421.7299999993,-50065.890000000014,-0.0631861184994863
13938.0,14114.0,246121.14999999997,232641.96000000005,13479.189999999997,0.054766483904369855
33983.0,14062.0,158331.14500000016,153939.99000000017,4391.154999999999,0.02773399383930429
33705.0,14042.0,30350.309999999998,30501.18,-150.87,-0.004970954168178184
27045.0,14028.0,8192.93,7982.250000000001,210.68000000000004,0.025714854148637913
4712.0,13992.0,12586.509999999998,12110.780000000002,475.73,0.037796815797230536
6622.0,13914.0,291404.9410000002,259886.62999999992,31518.31100000003,0.10815983727606049
10973.0,13875.0,61137.709999999955,58132.779999999984,3004.93,0.04915018897502053
28754.0,13871.0,57839.67600000014,55806.080000000155,2033.596,0.03515918726792306
22910.0,13852.0,406267.8890000001,390121.62000000017,16146.268999999995,0.03974291209611201
28307.0,13756.0,224094.70000000004,225428.98000000004,-1334.2800000000004,-0.005954089945009856
24569.0,13748.0,384923.5019999987,367040.3699999996,17883.13200000001,0.046458924713825525
7044.0,13738.0,411658.8300000002,417033.8000000003,-5374.9700000000175,-0.013056855843466336
7978.0,13654.0,599153.8950000016,589578.3700000019,9575.525000000005,0.01598174539114025
27504.0,13628.0,196172.2999999999,201468.45999999988,-5296.159999999999,-0.02699749149089857
25528.0,13627.0,242161.2070000003,243174.74000000022,-1013.5330000000009,-0.0041853648342610045
18210.0,13505.0,271854.9719999998,257578.41000000003,14276.562000000004,0.0525153610212434
19141.0,13435.0,1057844.5300000014,1066892.4900000028,-9047.96,-0.008553203938200624
10504.0,13379.0,86597.26999999996,74209.71000000002,12387.55999999999,0.14304792749240242
27748.0,13269.0,62360.70000000001,57692.09000000001,4668.609999999999,0.07486461826118049
34023.0,13254.0,179827.73999999982,177498.59999999974,2329.1400000000003,0.01295206178979952
14990.0,13246.0,41442.090000000004,41136.90000000001,305.18999999999994,0.007364252140758342
34343.0,13217.0,421837.2460000004,414699.7900000006,7137.4559999999965,0.01691992840290824
18150.0,13195.0,267952.18999999954,259946.6899999995,8005.500000000007,0.02987659850811453
24014.0,13163.0,70663.33300000004,76928.46000000006,-6265.127000000001,-0.08866164011822082
17651.0,13069.0,496962.5029999986,514049.5699999985,-17087.066999999985,-0.03438301058299369
4848.0,13059.0,1055536.0430000015,1054718.5500000012,817.4929999999978,0.0007744813693680725
17598.0,13029.0,216598.60000000015,217838.40000000026,-1239.8000000000006,-0.0057239520477048314
22462.0,12977.0,411746.69999999943,408993.70999999926,2752.9900000000002,0.006686125231847648
26962.0,12944.0,19438.612999999998,18944.129999999997,494.4830000000001,0.02543818326955736
31099.0,12910.0,146275.12999999983,149302.36999999994,-3027.2400000000016,-0.020695520831189862
7977.0,12907.0,324887.9500000007,317258.5200000007,7629.430000000002,0.023483265538164728
24787.0,12855.0,127480.49000000002,128380.53,-900.0399999999997,-0.0070602176066314115
22482.0,12842.0,126191.43,124828.06,1363.37,0.010803982489143675
23489.0,12838.0,188326.94000000024,187813.59000000017,513.3500000000004,0.0027258447463756365
6589.0,12820.0,115590.4399999998,108095.23999999993,7495.200000000003,0.06484273266889559
37772.0,12770.0,36260.48,36213.3,47.18000000000005,0.0013011410770072554
14211.0,12717.0,1653196.8099999996,1585280.799999999,67916.01000000001,0.04108162415338802
30242.0,12711.0,222047.51000000053,222352.27000000054,-304.76,-0.0013724990656278887
26628.0,12604.0,613615.0900000002,613250.1600000003,364.92999999999705,0.0005947213586289036
37716.0,12603.0,572253.529999999,578215.7999999992,-5962.26999999999,-0.010418930923851183
22929.0,12537.0,23102.520000000004,23105.140000000007,-2.619999999999999,-0.00011340754168809285
38133.0,12481.0,324508.90000000043,327515.2000000004,-3006.300000000002,-0.00926415269350085
16020.0,12445.0,35728.235000000015,35844.28000000003,-116.04500000000031,-0.0032479913995191833
24238.0,12340.0,534106.1399999998,447850.2899999999,86255.84999999999,0.16149570944831307
24701.0,12308.0,175560.3,144487.06,31073.239999999998,0.1769946850170568
7631.0,12258.0,401244.3329999994,402199.8099999994,-955.4769999999997,-0.0023812847220947573
